,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020,20may2020,21may2020,22may2020,23may2020,24may2020,25may2020,26may2020,27may2020,28may2020,29may2020,30may2020,31may2020,01jun2020,02jun2020,03jun2020,04jun2020,05jun2020,06jun2020,07jun2020,08jun2020,09jun2020,10jun2020,11jun2020,12jun2020
Niger,NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.619999886,9.619999886,9.619999886,9.619999886,17.30999947,17.30999947,31.40999985,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,42.95000076,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,48.72000122,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,52.56000137,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,.
Nigeria,NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,7.690000057,7.690000057,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,27.87999916,27.87999916,33.65000153,33.65000153,33.65000153,43.90999985,43.90999985,43.90999985,46.47000122,46.47000122,48.40000153,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,67.62999725,69.55000305,69.55000305,69.55000305,69.55000305,69.55000305,69.55000305,69.55000305,69.55000305,69.55000305,69.55000305,69.55000305,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,.,.,.,.,.,.,.
Nicaragua,NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.489999771,4.489999771,4.489999771,4.489999771,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,.,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,.,.,.,.,.,.,.,.
Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,11.53999996,11.53999996,11.53999996,17.30999947,23.07999992,23.07999992,35.25999832,35.25999832,35.25999832,44.22999954,49.36000061,55.13000107,55.13000107,60.90000153,60.90000153,60.90000153,60.90000153,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,67.30999756,67.30999756,67.30999756,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,62.18000031,.,.
Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,12.81999969,16.67000008,35.90000153,43.59000015,47.43999863,51.27999878,57.04999924,57.04999924,57.04999924,58.97000122,58.97000122,58.97000122,58.97000122,58.97000122,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,60.25999832,56.40999985,56.40999985,56.40999985,56.40999985,56.40999985,56.40999985,56.40999985,56.40999985,56.40999985,58.97000122,58.97000122,58.97000122,58.97000122,58.97000122,58.97000122,58.97000122,58.97000122,58.97000122,58.97000122,58.97000122,55.77000046,55.77000046,55.77000046,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,51.91999817,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,48.08000183,.,.
Nepal,NPL,0,0,0,0,0,0,0,0,0,0,0,0,2.559999943,2.559999943,2.559999943,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,6.409999847,14.10000038,16.03000069,16.03000069,16.03000069,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,25.63999939,35.25999832,42.95000076,50.63999939,50.63999939,64.73999786,67.94999695,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,.,.,.,.
New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,19.87000084,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,23.71999931,35.25999832,41.02999878,41.02999878,41.02999878,42.95000076,53.84999847,53.84999847,68.58999634,80.12999725,82.69000244,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,82.69000244,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,80.12999725,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,47.43999863,45.50999832,45.50999832,45.50999832,45.50999832,45.50999832,45.50999832,45.50999832,45.50999832,45.50999832,45.50999832,37.81999969,37.81999969,37.81999969,.,.
Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,12.81999969,12.81999969,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,18.59000015,26.28000069,26.28000069,49.36000061,58.97000122,66.66999817,66.66999817,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,74.36000061,74.36000061,74.36000061,74.36000061,79.48999786,79.48999786,79.48999786,79.48999786,79.48999786,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,85.26000214,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,75,75,75,75,75,75,75,.,.,.,.,.,.,.,.
Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,9.619999886,9.619999886,9.619999886,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,11.53999996,17.30999947,17.30999947,19.87000084,19.87000084,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,26.28000069,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,42.95000076,44.86999893,44.86999893,65.37999725,71.15000153,71.15000153,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,76.91999817,76.91999817,79.48999786,79.48999786,79.48999786,79.48999786,76.91999817,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,82.69000244,75,79.48999786,79.48999786,79.48999786,79.48999786,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,76.27999878,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,68.58999634,68.58999634,68.58999634,62.81999969,.,.,.,.,.
Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,14.73999977,14.73999977,22.44000053,39.74000168,39.74000168,39.74000168,42.31000137,44.86999893,44.86999893,44.86999893,50,50,50,57.68999863,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,64.09999847,64.09999847,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,71.79000092,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,73.72000122,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,.,.,.,.,.,.,.,.,.
Peru,PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,2.559999943,10.26000023,16.03000069,16.03000069,16.03000069,16.03000069,16.03000069,17.95000076,37.18000031,37.18000031,41.02999878,57.68999863,73.08000183,73.08000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,85.90000153,89.73999786,89.73999786,89.73999786,89.73999786,89.73999786,89.73999786,89.73999786,89.73999786,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,83.97000122,.
Philippines,PHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,10.26000023,16.03000069,16.03000069,16.03000069,16.03000069,16.03000069,23.71999931,23.71999931,27.55999947,27.55999947,27.55999947,27.55999947,27.55999947,27.55999947,27.55999947,27.55999947,27.55999947,27.55999947,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,30.12999916,36.54000092,36.54000092,36.54000092,36.54000092,36.54000092,64.73999786,64.73999786,64.73999786,80.12999725,80.12999725,80.12999725,80.12999725,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,82.05000305,89.73999786,89.73999786,89.73999786,89.73999786,89.73999786,89.73999786,89.73999786,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,91.66999817,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,81.41000366,68.58999634,68.58999634,68.58999634,68.58999634,.,.,.,.,.,.,.,.,.,.,.
Papua New Guinea,PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,5.769999981,9.619999886,9.619999886,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,21.14999962,23.07999992,23.07999992,30.77000046,61.54000092,61.54000092,61.54000092,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,60.25999832,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,68.58999634,68.58999634,68.58999634,64.73999786,64.73999786,64.73999786,64.73999786,58.33000183,58.33000183,53.20999908,49.36000061,56.09000015,56.09000015,56.09000015,56.09000015,54.81000137,49.68000031,49.68000031,49.68000031,49.68000031,49.68000031,49.68000031,49.68000031,49.68000031,49.68000031,43.90999985,43.90999985,43.90999985,43.90999985,43.90999985,43.90999985,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,45.18999863,.,.,.,.
