,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020
Guatemala,GTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,9.920000076,9.920000076,9.920000076,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,24.61000061,24.61000061,24.61000061,31.75,31.75,31.75,34.52999878,34.52999878,34.52999878,43.65000153,54.75999832,84.12999725,84.12999725,84.12999725,84.12999725,84.12999725,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,.
Guam,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,57.13999939,57.13999939,57.13999939,57.13999939,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,77.65000153,76.84999847,76.84999847,76.84999847,76.84999847,76.84999847,76.84999847,76.84999847,76.84999847,76.84999847,69.70999908,.,.,.,.,.,.,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908,69.70999908
Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,9.920000076,9.920000076,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,28.17000008,28.17000008,28.17000008,28.17000008,28.17000008,39.27999878,39.27999878,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,50.65999985,53.43000031,61.36999893,61.36999893,61.36999893,61.36999893,61.36999893,61.36999893,86.23999786,86.23999786,86.23999786,86.23999786,86.23999786,86.23999786,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664
Hong Kong,HKG,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,25,36.11000061,41.66999817,47.47999954,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,55.95000076,67.05999756,67.05999756,67.05999756,67.05999756,67.05999756,67.05999756,67.05999756,67.05999756,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,69.83999634,67.84999847,67.84999847,67.84999847,67.84999847,67.84999847,67.84999847,67.84999847,67.84999847,67.84999847,67.84999847,.,.
Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,33.33000183,33.33000183,33.33000183,94.58000183,94.58000183,94.58000183,94.58000183,97.22000122,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,.
Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,11.10999966,11.10999966,11.10999966,11.10999966,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,21.82999992,21.82999992,21.82999992,29.77000046,38.22999954,41.00999832,41.00999832,41.00999832,44.18000031,49.74000168,66.66999817,74.61000061,77.77999878,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,91.54000092,66.52999878,66.52999878,66.52999878,66.52999878,66.52999878,66.52999878,66.52999878,.,.
Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,19.44000053,19.44000053,53.95999908,59.77999878,59.77999878,59.77999878,59.77999878,74.98999786,74.98999786,74.98999786,74.98999786,74.98999786,74.98999786,74.98999786,71.81999969,71.81999969,71.81999969,71.81999969,74.47000122,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,78.44000244,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,59.52999878,.,.
Indonesia,IDN,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,9.920000076,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,21.82999992,21.82999992,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,35.31999969,35.31999969,35.31999969,35.31999969,35.31999969,35.31999969,35.31999969,35.31999969,35.31999969,35.31999969,35.31999969,35.31999969,41.13999939,45.11000061,41.13999939,41.13999939,43.91999817,43.91999817,43.91999817,43.91999817,47.88999939,47.88999939,47.88999939,51.06000137,51.06000137,51.06000137,55.02999878,55.02999878,55.02999878,55.02999878,55.02999878,55.02999878,55.02999878,55.02999878,55.02999878,62.97000122,62.97000122,62.97000122,68.26000214,68.26000214,68.26000214,68.26000214,68.26000214,68.26000214,68.26000214,68.26000214,67.73999786,67.73999786,67.73999786,67.73999786,67.73999786,67.73999786,74.87999725,74.87999725,74.87999725,74.87999725,74.87999725,74.87999725,74.87999725,74.87999725,74.87999725,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366,70.91000366
India,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,12.56999969,17.86000061,28.96999931,28.96999931,28.96999931,28.96999931,28.96999931,28.96999931,28.96999931,28.96999931,34.38999939,35.18999863,37.97000122,50.93000031,50.93000031,54.09999847,62.04000092,70.77999878,72.90000153,100,80.97000122,80.97000122,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,78.84999847,76.06999969,76.06999969
Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,35.18000031,46.29000092,46.29000092,50.25999832,50.25999832,50.25999832,50.25999832,50.25999832,57.40000153,57.40000153,57.40000153,57.40000153,57.40000153,57.40000153,70.36000061,79.62999725,86.23999786,86.23999786,86.23999786,86.23999786,86.23999786,86.23999786,86.23999786,86.23999786,86.23999786,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,91.80000305,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,87.83000183,.
Iran,IRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.970000029,3.970000029,11.10999966,11.10999966,11.10999966,11.10999966,20.89999962,20.89999962,20.89999962,20.89999962,20.89999962,20.89999962,20.89999962,20.89999962,43.11999893,43.11999893,43.11999893,43.11999893,43.11999893,43.11999893,43.11999893,43.11999893,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,46.29000092,46.29000092,46.29000092,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,62.16999817,62.16999817,62.16999817,62.16999817,62.16999817,62.16999817,62.16999817,62.16999817,62.16999817,65.33999634,65.33999634,65.33999634,65.33999634,65.33999634,65.33999634,56.34999847,56.34999847,56.34999847,56.34999847,56.34999847,56.34999847,56.34999847,56.34999847,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,61.50999832,58.34000015,58.34000015,58.34000015,58.34000015,58.34000015,58.34000015,58.34000015,58.34000015,58.34000015,.,.
Iraq,IRQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.970000029,12.30000019,12.30000019,12.30000019,19.44000053,19.44000053,49.61000061,49.61000061,52.77999878,52.77999878,52.77999878,52.77999878,52.77999878,52.77999878,52.77999878,52.77999878,52.77999878,52.77999878,52.77999878,52.77999878,52.77999878,60.72000122,60.72000122,73.94999695,73.94999695,73.94999695,77.12000275,87.83999634,87.83999634,87.83999634,87.83999634,87.83999634,94.18000031,94.18000031,94.18000031,94.18000031,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,87.56999969,87.56999969,87.56999969,87.56999969,87.56999969,87.56999969,87.56999969,87.56999969,87.56999969,87.56999969,87.56999969,87.56999969,87.56999969,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,.,.
Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.940000057,7.940000057,7.940000057,7.940000057,7.940000057,11.10999966,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,25.79000092,53.83000183,53.83000183,53.83000183,53.83000183,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,56.61000061,.,.,.,.,.,.,.,.,.,.,56.61000061,56.61000061,56.61000061,56.61000061,.,.
Israel,ISR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,3.970000029,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,15.47000027,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,35.70999908,35.70999908,35.70999908,35.70999908,35.70999908,35.70999908,35.70999908,35.70999908,42.45999908,53.56999969,53.56999969,64.01999664,71.16000366,84.12000275,84.12000275,84.12000275,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,86.76999664,89.41000366,89.41000366,90.20999908,90.20999908,90.20999908,90.20999908,93.37999725,96.02999878,96.02999878,96.02999878,92.86000061,92.86000061,92.86000061,96.02999878,96.02999878,96.02999878,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,90.20999908,87.56999969,87.56999969,90.73999786,90.73999786,87.56999969,87.56999969,87.56999969,84.91999817,84.91999817,82.93000031,82.93000031,82.93000031,82.93000031,82.93000031,82.93000031,.,.,.,82.93000031,82.93000031,82.93000031,82.93000031,.,.
Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,8.329999924,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,27.37999916,35.31999969,64.44000244,64.44000244,64.44000244,64.44000244,64.44000244,64.44000244,64.44000244,64.44000244,64.44000244,64.44000244,70.77999878,70.77999878,70.77999878,70.77999878,70.77999878,70.77999878,83.45999908,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,87.43000031,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,90.61000061,90.61000061,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,94.58000183,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,68.77999878,.,.
Jamaica,JAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,26.59000015,30.55999947,30.55999947,57.54999924,57.54999924,57.54999924,57.54999924,57.54999924,72.48999786,72.48999786,72.48999786,75.26999664,75.26999664,75.26999664,75.26999664,77.77999878,77.77999878,77.77999878,77.77999878,77.77999878,77.77999878,77.77999878,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,77.51999664,76.98999786,76.98999786,76.98999786,76.98999786,76.98999786,76.98999786,76.98999786,82.13999939,82.13999939,82.13999939,82.13999939,82.13999939,85.30999756,85.30999756,85.30999756,85.30999756,85.30999756,85.30999756,85.30999756,85.30999756,85.30999756,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695,74.19999695
Jordan,JOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,33.33000183,33.33000183,33.33000183,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,94.18000031,88.36000061,88.36000061,88.36000061,88.36000061,88.36000061,88.36000061,88.36000061,87.56999969,87.56999969,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,83.59999847,72.48000336,72.48000336,72.48000336,72.48000336,72.48000336,72.48000336,72.48000336,72.48000336
Japan,JPN,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,8.329999924,8.329999924,8.329999924,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,39.54000092,39.54000092,39.54000092,39.54000092,39.54000092,39.54000092,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,47.47999954,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,44.70999908,47.47999954,47.47999954,47.47999954,47.47999954,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,50.13000107,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,53.29999924,43.79000092,43.79000092,43.79000092,43.79000092,43.79000092,43.79000092
